question,a,b,c,d,answer
নিম্নের কোন আদেশটি ডিক্রি হিসাবে গণ্য হবে?,আরজি ফেরত আদেশ,আরজি গ্রহণ আদেশ।,আরজি সংশোধন আদেশ।,আরজি প্রত্যাখ্যান আদেশ।,d
নিম্নের কোন ক্ষেত্রে রিভিউ দরখাস্ত দাখিল করা যায় না?,কোন ডিক্রি রিভিউ এর আদেশের বিরুদ্ধে।,আপীলযোগ্য কিন্তু আপীল করা হয় নাই এমন ডিক্রির বিরুদ্ধে।,আপীলযোগ্য নহে এমন ডিক্রির বিরুদ্ধে।,স্মল কজেজ আদালত এর রেফারেন্সে প্রদত্ত সিদ্ধান্তের বিরুদ্ধে।,a
একজন মেট্রোপলিটন ম্যাজিস্ট্রেট একটি নালিশ মামলায় কারাদণ্ড প্রদান করেন। উক্ত দণ্ডাদেশ বৃদ্ধির জন্য অভিযোগকারী নিম্নের কোন আদালতে আপীল দায়ের করবে?,মহানগর দায়রা জজ আদালত,হাইকোর্ট বিভাগ,চীফ মেট্রোপলিটন ম্যাজিস্ট্রেট।,দায়রা জজ আদালত,a
একজন দায়রা জজ কোন আসামীকে বিচারে খালাস প্রদান করেন। উক্ত রায়ের বিরুদ্ধে দায়েরকৃত আপীল বিচারাধীন থাকাবস্থায় আসামী মারা যায়। সেক্ষেত্রে আপীলটির ফলাফল কি হবে?,আপীলটি মেধাতে নিস্পত্তি হবে।,প্রসিকিউশনকে শুনানী করে আদেশ প্রদান করা হবে।,আপীলটি অ্যাবেইট হবে।,আপীলটি খারিজ হবে।,c
কোন জেলায় ফৌজদারী আদালতের ওয়ারেন্ট স্থানীয় অধিক্ষেত্র বহির্ভূত কোন মেট্রোপলিটন এলাকায় তামিলের জন্য নিম্নের কার নিকট প্রেরণ করতে হবে?,থানায় ভারপ্রাপ্ত কর্মকর্তা।,পুলিশ কমিশনার।,চীফ জুডিসিয়াল ম্যাজিস্ট্রেট,চীফ মেট্রোপলিটন ম্যাজিস্ট্রেট,b
"যেক্ষেত্রে কোন কর্ম বা কর্মবিচ্যুতি দুই বা ততোধিক আইনের অধীনে শান্তিযোগ্য অপরাধ হয়, সেইক্ষেত্রে নিম্নের কোনটি সঠিক হবে?",অপরাধীকে দুইটি বা ততোধিক আইনের অধীনে অভিযুক্ত করা হবে।,অপরাধীকে দুইটি বা ততোধিক আইনের অধীনে শান্তি দেওয়া হবে।,অপরাধীকে যে কোন একটি আইনের অধীন অভিযুক্ত ও শান্তি প্রদান করা যাবে।,দুটি আইনের অধীন দায়েরকৃত পৃথক দুটি মামলায় যুগপৎ (Analogous) বিচার হবে।,c
জরুরী-অবস্থা ঘোষণার পূর্বেই উক্ত ঘোষণার বৈধতার জন্য কার প্রতি-স্বাক্ষরের প্রয়োজন?,রাষ্ট্রপতি।,প্রধানমন্ত্রী,স্পীকার।,প্রধান বিচারপতি,b
রাষ্ট্রপতির সুপারিশ ব্যতীত নিম্নের কোন বিল সংসদে উথাপন করা যায় না?,আইন প্রণয়ণ বিল,বেসরকারী বিল।,অর্থ বিল।,উপরের কোনটিই নয়,c
অবৈধ অস্ত্র দখলে রাখার অপরাধ কোন আদালত বা ট্রাইব্যুনালের বিচার্য?,আন্তর্জাতিক অপরাধ ট্রাইব্যুনাল,দায়ারা জজ আদালত,দ্রুত বিচার ট্রাইব্যুনাল।,স্পেশাল ট্রাইব্যুনাল।,d
ম্যাজিস্ট্রেট কর্তৃক জামিন না-মঞ্জুরের আদেশের বিরুদ্ধে কোন আদালতে জামিনের আবেদন করা যাবে।,জেলা জজ আদালত,বিশেষ জজ আদালত,দায়ারা আদালত,হাইকোর্ট বিভাগ,c
সরকারী কর্ম কমিশনের সদস্যকে শপথ বাক্য পাঠ করান কে?,প্রধানমন্ত্রী,রাষ্ট্রপতি,প্রধান বিচারপতি,স্পীকার।,c
মৃত্যুকালীন ঘোষণার সময় নিম্নের কোন বিষয় সাক্ষ্য হিসাবে গ্রহণযোগ্য হবে না?,মৃত্যুর কারণ,সম্পত্তি দান,বৈবাহিক সম্পর্ক,পিতৃত্বের দাবী,b
ডাকাতি সংঘটনের জন্য কমপক্ষে কয় জন সদস্যের প্রয়োজন?,৭ জন,৩ জন,৫ জন,১০ জন,c
বাংলাদেশের রাষ্ট্রপতি নির্বাচিত হওয়ার জন্য কত বৎসর বয়স্ক হতে হয়?,৩০,৩৫,৪০,৪৫,b
বেআইনী সমাবেশের জন্য ন্যূনতম কত জনের উপস্থিত প্রয়োজন?,৬ জন,৪ জন,৫ জন,৭ জন,c
বাংলাদেশ সংবিধান কার্যকর হয়েছে কোন তারিখে?,"২৬ মার্চ, ১৯৭১","১৬ ডিসেম্বর, ১৯৭২","৪ নভেম্বর, ১৯৭২","১৪ ডিসেম্বর, ১৯৭২",b
"মহানগর এলাকায় চীফ মেট্রোপলিটন ম্যাজিস্ট্রেট, অতিরিক্ত চীফ মেট্রোপলিটন ম্যাজিস্ট্রেট এবং অন্যান্য মেট্রোপলিটন ম্যাজিস্ট্রেটদের নিয়োগ দেওয়া হয়",নির্বাহী বিভাগ হতে,বাংলাদেশ জুডিসিয়াল সার্ভিসে নিয়োগকৃত ব্যাক্তিদের মধ্য হতে,বাংলাদেশ সরকারী কর্ম কমিশন হতে,বাংলাদেশ সিভিল সার্ভিসের সদস্যদের মধ্য হতে,b
প্রত্যেক মহানগর এলাকায় চীফ মেট্রোপলিটন ম্যাজিস্ট্রেট নিয়োগ দেওয়া হয়-,বিচার বিভাগীয় কর্মে নিযুক্ত ব্যক্তি হতে,নির্বাহী বিভাগ হতে,নির্বাহী ম্যাজিস্ট্রেটদের মধ্যে হতে,বাংলাদেশ কর্ম কমিশনের সদস্যদের মধ্যে হতে,a
ফৌজদারী আইনে অন্য কিছু বলা না থাকলে ম্যাজিস্ট্রেট বলতে বোঝাবে?,নির্বাহী ম্যাজিস্ট্রেট ,বিচারিক ম্যাজিস্ট্রেট ,বিশেষ ম্যাজিস্ট্রেট ,অতিরিক্ত ম্যাজিস্ট্রেট ,b
গ্রাম প্রধান নিয়োগ দিতে পারে-,সরকার,জেলা জজ,দায়রা জজ,জেলা ম্যাজিস্ট্রেট ,d
বিনা পরোয়ানায় গ্রেফতারকৃত কোন ব্যক্তিকে পুলিশ অফিসার কি করবে?,এখতিয়ারসম্পন্ন ম্যাজিস্ট্রেটের নিকট হাজির করবে।,থানায় ভারপ্রাপ্ত অফিসারের নিকট হাজির করবে।,এখতিয়ারসম্পন্ন ম্যাজিস্ট্রেট বা থানায় ভারপ্রাপ্ত কর্মকর্তার নিকট পাঠাবে।,জেল হাজতে পাঠাবে।,c
"সর্বোচ্চ কত দিনের মধ্যে তদন্ত শেষ না হলে যার অধীনে মামলাটি আছে, সেই ম্যাজিস্ট্রেট বা দায়রা কোর্ট, আসামীকে জামিন দিতে পারে।",১৫০ দিন,১২০ দিন,১৫ দিন,১৩০ দিন,b
ক্রোকী সম্পত্তি পুনরুদ্ধারের আবেদন করতে হবে,হাইকোর্ট বিভাগে,"যে আদালত সম্পত্তি ক্রোক করার আদেশ দিয়েছিল, সেই আদালতে",দায়রা জজ কোর্টে,আদেশ প্রদানকারী আদালত অপেক্ষা উচ্চ আদালতে,b
বাংলাদেশের বাইরে কোন সমন পাঠাতে বা গ্রেফতারী পরোয়ানা জারীর জন্য উক্ত সমন বা গ্রেফতারী পরোয়ানা পাঠাতে হবে উক্ত দেশের-,সুপ্রীম কোর্টে,যে আদালত উক্ত সমন বা পরোয়না বাস্তবায়ন করবে তার নিকট,সরকার বরাবর,বিদেশে বাংলাদেশের রাষ্ট্রদূতের নিকট,b
সর্বনিম্ন কতজন সাক্ষীর উপস্থিতিতে তল্লাশী করতে হবে,২ জন,৩ জন,১ জন,৫ জন,a
জেলা ম্যাজিস্ট্রেটের ১৪৪ ধারার আদেশের বিরুদ্ধে নিম্নলিখিত কোন পদক্ষেপটি নেওয়া যায়?,দায়রা জজের নিকট রিভিশন,দায়রা জজের নিকট আপীল,জেলা ম্যাজিস্ট্রেটের নিকট রিভিউ,জেলা ম্যাজিস্ট্রেটের নিকট রেফারেন্স,a
"কোন মহানগর এলাকার পুলিশ কর্মকর্তা অ-আমলযোগ্য মামলার তদন্ত করতে পারবে না, যদি সে অনুমতি না নেয়-",মহা পুলিশ পরিদর্শকের,পুলিশ কমিশনারের,জেলা ম্যাজিস্ট্রেট,মেট্রোপলিটন ম্যাজিস্ট্রেট ,d
ম্যাজিস্ট্রেটের নিকট নালিশ দায়ের করতে পারে,শুধু আঘাত প্রাপ্ত ব্যক্তি,ক্ষতিগ্রস্ত ব্যক্তি,অপরাধ সম্পর্কে জ্ঞাত যেকোনো ব্যক্তি,শুধমাত্র রাষ্ট্রপক্ষ,c
ম্যাজিস্ট্রেটের নিকট নালিশ দাখিল করা যেতে পারে,লিখিত আকারে,মৌখিকভাবে,লিখিত বা মৌখিকভাবে,শুধুমাত্র আইনজীবীর দ্বারা লিখিত আকারে,c
নালিশী দরখাস্ত দাখিলের সময় নালিশকারীর জবানবন্দি গ্রহণ করবে,বিচারিক করার এখতিয়ারসম্পন্ন ম্যাজিস্ট্রেট,অপরাধ আমলে গ্রহণকারী ম্যাজিস্ট্রেট,বিচারিক দায়রা জজ,নিকটতম জুডিসিয়াল ম্যাজিস্ট্রেট,b
নির্ধারিত সময়ে সমন বা পরোয়ানার জন্য নির্ধারিত ফি পরিশোধ না করলে ম্যাজিস্ট্রেট-,অভিযোগটি খারিজ করে দিতে পারে।,আসামীকে মুক্তি দিতে পারে।,আসামীকে খালাস দিতে পারে।,শুনানী স্থগিত রাখতে পারে।,a
বিচারক বা সরকারী কর্মকর্তার বিরুদ্ধে অভিযোগ আমলে নেওয়ার ক্ষেত্রে কার পূর্ব অনুমতি নিতে হবে?,প্রধান বিচারপতির,দায়রা জজের,প্রতিষ্ঠানের প্রধানের,সরকারের,d
পুলিশ ম্যাজিস্ট্রেটর অনুমতি ছাড়া তদন্ত করতে পারে,আমলঅযোগ্য মামলায়,জামিনযোগ্য মামলায়,আমলযোগ্য মামলায়,অজামিনযোগ্য মামলায়,c
অভিযুক্ত ব্যক্তির দোষ স্বীকারমূলক জবানবন্দী নিম্নের কে রেকর্ড করতে পারে?,মেট্রোপলিটন ম্যাজিস্ট্রেট,জেলা ম্যাজিস্ট্রেট,নির্বাহী ম্যাজিস্ট্রেট,দায়রা জজ,a
ক্ষমতাপ্রাপ্ত ম্যাজিস্ট্রেট কখন দোষস্বীকারমূলক বক্তব্য রেকর্ড করতে পারে?,অপরাধের তদন্তের সময়,অনুসন্ধান বা বিচার শুরু হবার পূর্বে,মামলার যে কোন সময়,অপরাধের তদন্তের সময় বা অনুসন্ধান বা বিচার শুরুর পূর্বে,d
একটি ফৌজদারী আদালত পুলিশী ডায়েরী তলব করতে পারে।,সাক্ষ্যের জন্য।,তদন্তের জন্য।,বিচারের জন্য।,সুরতহালের জন্য,c
ম্যাজিস্ট্রেট ফাইনাল রিপোর্ট গ্রহন করলে অভিযোগকারী নারাজি পিটিশন দায়ের করে। কিন্তু ম্যাজিস্ট্রেট নারাজি পিটিশনও প্রত্যাখ্যান করলে সেই ক্ষেত্রে প্রতিকার কি?,হাইকোর্টে আপীল,দায়রা জজ কোর্টে রিভিশন দায়ের,দায়রা কোট মামলার নথি তলব করে অধিকার তদন্তের নির্দেশ দিতে পারে।,ম্যাজিস্ট্রেটর নিকট রিভিউ আবেদন করা যাবে।,b
পুলিশী তদন্তে অভিযোগের প্রাথমিক সত্যতা পাওয়া গেলে দাখিলকৃত রিপোর্টের নাম-,রিলিজ রিপোর্ট,চার্জ শীট,ফাইনাল রিপোর্ট,ডিসচার্জ রিপোর্ট,b
কোন ব্যক্তি আত্মহত্যা করেছে মর্মে থানায় ভারপ্রাপ্ত কর্মকর্তা সংবাদ পেলে তিনি সুরতহাল করাবার জন্য কাকে জানাবেন?,নির্বাহী ম্যাজিস্ট্রেট ,জুডিসিয়াল ম্যাজিস্ট্রেট ,পুলিশ সুপারিন্টেডন্ট,সিভিল সার্জন,a
আত্মহত্যা বা দূর্ঘটনাবশত কোন ব্যক্তি মৃত্যুবরণ করেছে এমন সংবাদ প্রাপ্ত হওয়ার পর পুলিশ উক্ত্য তথ্য নিম্নলিখিত কাকে প্রদান করবে?,নিকটতম বিচারিক ম্যাজিস্ট্রেটকে,নিকটতম নির্বাহী ম্যাজিস্ট্রেটকে যে সুরতহাল করার ক্ষমতাপ্রাপ্ত,যে কোন নিকটতম বিচারিক বা নির্বাহী ম্যাজিস্ট্রেটকে,নিকটতম জেলা ম্যাজিস্ট্রেটকে,b
X নামক আদালতের স্থানীয় এখতিয়ার সীমার মধ্যে A আহত হয় এবং Z নামক আদালতের স্থানীয় এখতিয়ারের সীমার মধ্যে মারা যায়। A এর নিন্দনীয় নরহত্যা অপরাধের বিচার হতে পারে,X নামক আদালতে,Z নামক আদালতে,X বা Z নামক আদালতে,X এবং Z নামক আদালতে,c
গ নামক আদালতের স্থানীয় সীমার মধ্যে ক-কে জখমের ভয় দেখানো হলো এবং এই ভাবে ঘ নামক আদালতের স্থানীয় সীমার মধ্যে যে ব্যক্তি তাকে ভয়ে রেখেছিল তাকে সম্পত্তি অর্পণের জন্য প্ররোচিত করলো। এই ক্ষেত্রে বলপূর্বক গ্রহণের অপরাধের বিচার ও অনুসন্ধান করা যেতে পারে,গ নামক আদালতে,ঘ নামক আদালতে,গ বা ঘ নামক আদালতে,বাংলাদেশের যে কোন আদালতে,c
দুই বা ততোধিক আদালতের কোনটিতে কোন অপরাধের অনুসন্ধান বা বিচার অনুষ্ঠিত হবে এরূপ কোন প্রশ্ন দেখা দিলে এই ব্যাপারে সিদ্ধান্ত গ্রহণ করবে-,জেলা জজ,দায়রা জজ,যুগ্ম জেলা জজ,হাইকোর্ট বিভাগ,d
দায়রা জজ নিম্নোক্ত কোন আদেশের বিরুদ্ধে রিভিশনের ক্ষমতা প্রয়োগ করতে পারেন।,ম্যাজিস্ট্রেটের দন্ডাদেশ,ম্যাজিস্ট্রেটের ডিসচার্জ আদেশ,অতিরিক্ত দায়রা জজের আদেশ,অপর্যাপ্ত দন্ডের আদেশ,b
আসামীর বিরুদ্ধে অভিযোগ গঠনের পর কী করা হয় না?,অভিযোগ পাঠ করে শোনানে,তাকে সাফাই সাক্ষ্য বিষয়ে জিজ্ঞাসা করা,অভিযোগ ব্যাখ্যা করা,সে বিচার প্রার্থনা করে কিনা জিজ্ঞাসা করা,d
"যেক্ষেত্রে ম্যাজিস্ট্রেট অভিযোগ ভিত্তিহীন মনে করে, সেক্ষেত্রে ম্যাজিস্ট্রেট নিম্নলিখত কোন সিদ্ধান্ত দিতে পারে?",অভিযুক্তকে খালাস দিতে পারে।,অভিযুক্তকে অব্যাহতি দিতে পারে।,অভিযুক্তকে মুক্তি দিতে পারে।,অভিযুক্তকে দন্ডিত করতে পারে।,b
দায়রা আদালতে প্রত্যেকটি বিচারে সরকার পক্ষে মামলা পরিচালনা করে,অ্যাটর্নী জেনারেল,পাবলিক প্রসিকিউটর,কোর্ট ইন্সপেক্টর,কারা কর্তৃপক্ষ,b
১৪/০২/২০২০ তারিখে অভিযুক্ত ব্যক্তির হাজিরার দিন। মামলায় নালিশকারীকে সমন ইস্যু করা হয়েছে হাজিরার জন্য। শারীরিক অসুস্থাতার জন্য নালিশকারী উক্ত দিন হাজির হতে পারেনি। এই ক্ষেত্রে আপনি নালিশকারী পক্ষের আইনজীবী হিসাবে কি ব্যবস্থা গ্রহণ করবেন?,অভিযুক্তকে খালাসের জন্য আবেদন,নালিশকারীকে খালাসের জন্য আবেদন,শুনানী মুলতুবির জন্য আবেদন,২৪৭ ধারার অধীন শুনানী মুলতবি করার আবেদন করার কোন সুযোগ নেই,c
অভিযোগকারী নালিশ প্রত্যাহার করতে পারে-,চর্জ গঠনের আগে,চর্জ গঠনের পরে,মামলার চূড়ান্ত আদেশের পর,মামলার চূড়ান্ত আদেশের পূর্বে যে কোন সময়,d
"মিথ্যা বা বিরক্তিকর মোকদ্দমা দায়েরের জন্য, দ্বিতীয় বা তৃতীয় শ্রেণীর ম্যাজিস্ট্রেট ক্ষতিপূরণের আদেশ দিলে বা অন্য কোন ম্যাজিস্ট্রেট ১০০ টাকার বেশি ক্ষতিপূরণের আদেশ দিলে, যে ব্যক্তির বিরুদ্ধে উক্ত আদেশ দেওয়া হয়েছে, তার প্রতিকার হতে পারে-",আপীল,রিভিশন,রিভিউ,সবকটি,a
সংক্ষিপ্ত বিচার পদ্ধতিতে কোন অপরাধীকে সর্বোচ্চ কত বছর জেল দেওয়া যায়?,দুই (২) বছরের অধিক মেয়াদ,দুই (২) বছরের অধিক নয়,৩ বছরের অধিক মেয়াদে,৩ বছরের অধিক মেয়াদে নয়,b
মহানগর এলাকায় সংক্ষিপ্ত পদ্ধতিতে বিচার করার ক্ষমতা আছে?,মেট্রোপলিটন ম্যাজিস্ট্রেট,চীফ মেট্রোপলিটন ম্যাজিস্ট্রেট,প্রথম শ্রেণীর ম্যাজিস্ট্রেট,দ্বিতীয় শ্রেণীর ম্যাজিস্ট্রেট,a
সাধারণত কত দিনের মধ্যে ম্যাজিস্ট্রেট কে বিচার শেষ করার নির্দেশনা আছে?,১৮০ দিন,৩৬০ দিন,১২০ দিন,২৪০ দিন,a
সাধারণত কত দিনের মধ্যে দায়রা আদালতের বিচার শেষ করার নির্দেশনা আছে?,১৮০ দিন,৩৬০ দিন,১২০ দিন,২৪০ দিন,b
আদালত আসামীকে পরীক্ষা করতে পারে বা আসামীর জবানবন্দি গ্রহণ করতে পারে-,চার্জ গঠনের আগে,তদন্তের সময়,মামলার অনুসন্ধান বা বিচারের পর্যায়ে,মামলার যেকোনো সময়,c
"ফৌজদারী কার্যবিধির ৩৪২ ধারায় আসামীর জবানবন্দি বা পরীক্ষা করার সময় আদালত আসামীকে যে প্রশ্ন করে, আসামী উক্ত প্রশ্নের উত্তর না দিলে বা মিথ্যা জবাব দিলে, আসামীর",৬ মাস কারাবাসে দন্ডিত হবে।,২ মাসে দন্ডিত হবে।,১০০০ টাকা জরিমানা হবে।,আসামী দন্ডিত হবেনা।,d
মৃত্যুদন্ডাদেশ অনুমোদনের জন্য দায়রা আদালত মামলার কার্যক্রমের নথি জমা দিতে হবে কোন আদালতে?,হাইকোর্ট বিভাগে,আপীল বিভাগে,দায়রা জজের নিকট,যে কোন একটির নিকট,a
ডেথ রেফারেন্স শুনানীকালে হাইকোর্ট বিভাগ ৩৭৫ ধারার ক্ষমতাবলে,অধিকতর অনুসন্ধানের আদেশ বা অতিরিক্ত সাক্ষ্য গ্রহণের আদেশ দিতে পারে,অধিকতর তদন্তের আদেশ বা অতিরিক্ত সাক্ষ্য গ্রহণের আদেশ দিতে পারে,অতিরিক্ত সাক্ষ্য গ্রহণের আদেশ দিতে পারে,পুনরায় বিচারের আদেশ দিতে পারে,a
ফৌজদারী কার্যবিধির ৩৮২ ধারায় গর্ভবর্তী নারীর মৃত্যুদন্ড কার্যকর স্থগিত করে মৃত্যুদন্ডকে যাবজ্জীবন কারাবাসের রুপান্তর বা হ্রাস করতে পারে,হাইকোর্ট বিভাগ,মৃত্যুদন্ড প্রদানকারী দায়রা আদালত,মৃত্যুদন্ড প্রদানকারী আদালত,সরকার,a
দ্বিতীয় শ্রেণির ম্যাজিস্ট্রেট কর্তৃক প্রদত্ত দন্ডের বিরুদ্ধে আপিল কোথায় করতে হবে?,চীফ জুডিসিয়াল ম্যাজিস্ট্রেট ,চীফ মেট্রোপলিটন ম্যাজিস্ট্রেট ,হাইকোর্ট বিভাগ,দায়রা জজ,a
একজন চীফ জুডিসিয়াল ম্যাজিস্ট্রেটের দন্ডাদেশের বিরুদ্ধে আপীল করতে হবে-,হাইকোর্ট বিভাগে,জেলা জজ আদালতে,দায়রা জজ আদালতে,বিভাগীয় জজ আদালতে,c
মেট্রোপলিটন ম্যাজিস্ট্রেট বা বিচারিক ম্যাজিস্ট্রেট দন্ডবিধির ১২৪ কে ধারায় রাষ্ট্রদ্রোহীতার [sedition] শাস্তি দিলে কোথায় আপীল করতে হবে-,হাইকোর্ট বিভাগে,দায়রা জজ এর নিকট,অতিরিক্ত দায়রা জজ আদালতে,যুগ্ম দায়রা জজের নিকট,a
জি.আর. মামলায় খালাসের আদেশের বিরুদ্ধে রাষ্ট্রপক্ষ আপিল না করলে সংবাদদাতার প্রতিকার হচ্ছে-,আপিল,রিভিউ,রিভিশন,রেফারেন্স,c
যেকোন ম্যাজিস্ট্রেট আদালতের খালাস আদেশের বিরুদ্ধে আপীল করতে হবে,হাইকোর্ট বিভাগে,দায়রা আদালতে,আপীল বিভাগে,চীফ জুডিসিয়াল ম্যাজিস্ট্রেটের নিকট,b
প্রথম শ্রেণীর ম্যাজিস্ট্রেট খালাস আদেশ দিলে আপীল দায়ের করতে হবে,হাইকোর্ট বিভাগে,দায়রা জজ কোর্টে,আপীল বিভাগে,উপরের যে কোন একটিতে,b
তৃতীয় শ্রেণীর ম্যাজিস্ট্রেট কোনো আসামীকে খালাস দিলে আপীল দায়ের করতে হবে,হাইকোর্ট বিভাগে,দায়রা জজ কোর্টে,আপীল বিভাগে,চীফ জুডিসিয়াল ম্যাজিস্ট্রেট আদালতে,b
চীফ জুডিসিয়াল ম্যাজিস্ট্রেট আপীলে কোন আসামীকে খালাস দিলে অভিযোগকারী কি করতে পারবে?,হাইকোর্টে আপীল করতে পারবে,দায়রা আদালতে আপীল করতে পারবে,খালাস আদেশ বাতিলের আবেদন করতে পারবে,আপীল করার কোন সুযোগ নেই,d
"একজন ১ম শ্রেণীর ম্যাজিস্ট্রেট প্রদত্ত দন্ডাদেশ অপর্যাপ্ত হলে, রাষ্ট্রপক্ষ দন্ড বৃদ্ধির জন্য কোথায় আপীল করতে পারে?",চীফ জুডিসিয়াল ম্যাজিস্ট্রেট আদালতে,চীফ মেট্রোপলিটন ম্যাজিস্ট্রেট আদালতে,দায়রা জজ আদালতে,হাইকোর্ট বিভাগে,d
একজন মেট্রোপলিটন ম্যাজিস্ট্রেট একটি নালিশ মামলায় কারাদন্ড প্রদান করেন। উক্ত দন্ডাদেশ বৃদ্ধির জন্য অভিযোগকারী নিম্নের কোন আদালতে আপীল দায়ের করবে?,মহানগর দায়রা জজ আদালতে,হাইকোর্ট বিভাগ,চীফ মেট্রোপলিটন ম্যাজিস্ট্রেট ,দায়রা জজ আদালতে,a
ফৌজদারী মামলার ক্ষেত্রে আপীল আদালত নিম্নলিখিত কোন ধরণের ক্ষমতা প্রয়োগ করতে পারেনা?,অতিরিক্ত সাক্ষ্য নিতে পারে,খালাস আদেশ পরিবর্তন করতে পারে,দন্ডাদেশ হ্রাস বা বৃদ্ধি বা বাতিল করতে পারে,কোন অপরাধ সংঘটনের নালিশী পিটিশন গ্রহণ,d
ম্যাজিস্ট্রেট ফাইনাল রিপোর্ট গ্রহণ করলে অভিযোগকারী নারাজি পিটিশন দায়ের করে। কিন্তু ম্যাজিস্ট্রেট নারাজি পিটিশনও প্রত্যাখ্যান করলে সেই ক্ষেত্রে প্রতিকার কি?,হাইকোর্টে আপীল,দায়রা জজ কোর্টে রিভিশন দায়ের,দায়রা কোর্ট মামলার নথি তলব করে অধিকতর তদন্তের নির্দেশ দিতে পারে।,ম্যাজিস্ট্রেটের নিকট রিভিউ আবেদন করা যাবে।,b
অজামিনযোগ্য অপরাধের ক্ষেত্রে একজন আসামী জামিন দাবী করতে পারে যদি তার বয়স হয়-,১৮ বছরের কম,১৬ বছরের কম,১৫ বছরের কম,১৪ বছরের কম,b
ফৌজদারী বিচার ব্যবস্থায় নিম্নের কোন আদালতের অন্তর্নিহিত ক্ষমতা (inherent power) আছে?,আপীল বিভাগ।,হাইকোর্ট বিভাগ,দায়রা জজ আদালত,মহানগর দায়রা জজ আদালত,b
"গুরুতর উত্তেজনার পরিস্থিতিতে A, Z কে আক্রমণ করে Z কে হত্যা করেছে। Z- এর প্রতি B- এর বিদ্বেষ থাকায় এবং তাকে হত্যা করার অভিপ্রায়ে এবং কোন প্রকার উত্তেজনা না থাকার পরও, Z- কে হত্যা করতে B, A কে সহায়তা করেছে। এই ক্ষেত্রে নিম্নলিখিত কোন বক্তব্যটি সঠিক?",B খুনের জন্য দোষী হবে,A শুধুমাত্র নিন্দনীয় নরহত্যার জন্য দায়ী হবে।,B খুনের জন্য ও A শুধুমাত্র নিন্দনীয় নরহত্যার জন্য দায়ী হবে।,A খুন ও নিন্দনীয় নরহত্যা উভয়ের জন্য দায়ী হবে।,c
দন্ডবিধিতে নিম্নের কোন শাস্তির বিধান নেই?,মৃত্যুদন্ড,সম্পত্তি বাজেয়াপ্ত,কারাদন্ড,বেত্রাঘাত,d
বাংলাদেশের বিরুদ্ধে যুদ্ধে লিপ্ত হওয়া বা লিপ্ত হওয়ার উদ্যোগ করা বা সহায়তা করার সর্বোচ্চ শাস্তি হতে পারে,মৃত্যুদন্ড,যাবজ্জীবন কারাবাস,কারাবাস,১২ বৎসর কারাবাস,a
কোন অপরাধের কারাদন্ড বিনাশ্রম হবে?,মনুষ্যহরণ,ডাকাতি,অবৈধ বাধা দান,খুন,c
নিম্নবর্ণিত কোন বক্তব্যটি সঠিক?,যাবজ্জীবন কারাদন্ড বিনাশ্রম হতে পারে।,যাবজ্জীবন কারাদন্ড সশ্রম হতে পারে।,যাবজ্জীবন কারাদন্ড সর্বদাই সশ্রম।,যাবজ্জীবন কারাদন্ড সর্বদাই বিনাশ্রম।,c
"যে অপরাধের একমাত্র শাস্তি জরিমানা, সেক্ষেত্রে জরিমানা অনাদায়ে দণ্ড হবে-",সশ্রম,বিনাশ্রম,নির্জন কারাবাস,কোনটিই নয়,b
যে ক্ষেত্রে অপরাধী কারাবাস এবং অর্থদণ্ডে দণ্ডিত হয় কিন্তু অর্থদন্ড পরিশোধে ব্যর্থ হয় সেক্ষেত্রে আদালত অপরাধীকে উক্ত অপরাধের সর্বোচ্চ কারদণ্ডের মেয়াদের কত অংশ কারদণ্ডে দণ্ডিত করতে পারে?,১/৩ অংশ,১/৪ অংশ,১/৫ অংশ,২/৩ অংশ,b
কারাবাসকালে অপরাধী মারা গেলে তার উপর আরোপিত অর্থদণ্ড কি হবে?,অর্থদণ্ড মওকূফ হবে,অর্থদণ্ড পরিশোধ করা যাবে না,জেল কর্তৃপক্ষ অর্থদণ্ড কমিয়ে দিবে,মৃত ব্যক্তির সম্পত্তি থেকে আদায় করা হবে।,d
এককালীন নির্জন কারাবাসের সর্বোচ্চ মেয়াদ হতে পারে,সর্বমোট ১৪ মাস,এককালীন ৩ মাস,এককালীন ১৪ দিন,খ এবং গ উভয়,c
'ক' একজন সৈনিক। সে তার উর্ধ্বতন কর্মকর্তার আদেশে জনতার উপর গুলি চালায়। এতে করে ৫ জন ব্যক্তি গুরুতরভাবে জখম হয়। 'ক' কোন ধরণের অপরাধ করেছে?,গুরুতর জখম,কোন অপরাধ করেনি,সাধরণ জখম,গুরুতর জখমের চেষ্টা,b
"A, Z কে দেখেছে এমন একটি কার্য সম্পাদন করতে যা A এর নিকট খুন বলে মনে হয়। আইন কোন খুনীকে গ্রেফতার করার জন্য যে সকল ক্ষমতা কোন ব্যক্তিকে দিয়েছে, A সরল বিশ্বাসে তার নিজস্ব বিবেচনায় উক্ত ক্ষমতা প্রয়োগ করে Z কে গ্রেফতার করে যথাযথ কর্তৃপক্ষের নিকট হাজির করার জন্য। এই ক্ষেত্রে A",নিন্দনীয় নরহত্যার চেষ্টা করেছে,বেআইনী আটক করেছে,কোন অপরাধ করেনি,খুন বলে গণ্য নয় এমন নরহত্যা করেছে,c
